pT	sig	errpT	errsig
0.325	3.0212	0	0.320879791
0.6	1.60012	0	0.034256912
0.75	1.6424	0	0.035689774
0.85	2.73388	0	0.800578752
0.95	1.92488	0	0.123021227
1.05	1.99804	0	0.126919344
1.15	2.0044	0	0.122442476
1.275	1.34108	0	0.03083533
1.425	1.1396	0	0.023889747
1.6	0.9336	0	0.017880313
1.85	0.6432	0	0.011805084
2.25	0.3692	0	0.007133022
2.75	0.1836	0	0.005106858
3.5	0.08892	0	0.003172129
4.5	0.04688	0	0.003212476
5.5	0.04992	0	0.0072254
