pT	sig	errpT	errsig
0.325	2.172	0	0.162825059
0.6	1.3264	0	0.027727243
0.75	1.3988	0	0.032984845
0.85	1.696	0	0.030265492
0.95	1.7844	0	0.119666871
1.05	1.6372	0	0.099116901
1.15	2.216	0	0.241092513
1.275	1.35488	0	0.047197356
1.425	1.0924	0	0.028624465
1.6	0.8192	0	0.019685528
1.85	0.5676	0	0.012270289
2.25	0.3428	0	0.007099296
2.75	0.176	0	0.004947727
3.5	0.08024	0	0.002964591
4.5	0.05576	0	0.004949828
5.5	0.1092	0	0.04053443
