2	0.500	59.42403316	9.650087635	53.88360367	7.264203521	33.49662654	5.335322812	21.96748986	4.625262765
3.500	1	5.589793851	1.034419796	3.399317351	0.9257570509	4.048850544	0.6261142799	1.84618575	0.5835380017
4.500	2.500	1.098497712	0.2589084722	0.7913623009	0.2464268342	0.1622983284	0.1215321574	0.103716623	0
1.350	0.150	199.9271819	30.12931195	144.8269799	24.30201766	122.4136819	19.1493866	71.98627179	16.72464239
0.800	0.100	339.1755709	50.45499207	274.9493051	36.54000696	231.4358888	32.49448932	212.3697576	36.09662562
0.700	0.100	296.6130675	56.68491671	280.7873841	40.63958907	234.0743847	38.0889568	229.1385791	37.68366896
1.200	0.150	224.7656185	34.23675297	200.0572375	27.22193806	158.6828454	21.8168308	109.8443032	18.15335845
1	0.100	283.4951283	50.60568312	237.0644585	32.35703121	175.2464422	26.60808057	150.5880995	28.26888709
2.500	1	23.22107427	3.652472937	15.95371202	2.668669286	11.29278243	1.873288194	6.685786961	1.576564619
0.900	0.100	299.168182	45.42845734	249.3389373	35.82961649	218.533374	29.96550986	201.9692628	35.24147712
0.150	0.350	204.8459052	31.82101379	223.8086344	28.05031024	222.2186268	31.70456092	236.1651294	62.46997242
0.500	0.200	295.0424284	40.75688074	290.7846767	38.10026022	243.4729705	32.76808467	212.7663386	38.15081399
1.700	0.300	120.5864584	17.7338793	89.17900955	14.37878752	68.30322968	9.477548566	45.96235095	8.285027877
1.500	0.200	159.7586124	24.13835536	123.7215631	19.01432106	96.15413512	14.65078108	68.92144369	11.44988168
1.100	0.100	270.5524737	38.74328805	228.3512564	30.23220742	193.5745424	26.70651945	126.1615297	20.11831368
