0.325	0.175	34.29923568845831	6.330386857452358
0.6	0.1	21.678862089126337	0.26787994911451907
0.75	0.05	17.14816522482384	0.24408699804532605
0.85	0.05	13.420493856038043	0.15123394606646087
0.95	0.05	10.88087772188239	0.12118039320138682
1.05	0.05	8.72416296000012	0.09684037715671838
1.15	0.05	7.02003069259027	0.08454803532309112
1.275	0.075	5.700280484866546	0.061968493152210376
1.425	0.075	4.171258351004592	0.04888957299034328
1.6	0.1	2.93817602101617	0.03533907577833166
1.85	0.15	1.8298322203539699	0.022252622172791066
2.25	0.25	0.9417017540390236	0.01291948437526455
3.0	0.5	0.3126843675336212	0.005634684174828322
4.0	0.5	0.07499336170546803	0.0028752168369000812
5.75	1.25	0.015319682747023784	0.0009914757363950078
