pT	sig	err
0.325	13.24	31.60019462
0.6	1.0325	0.11
0.75	1.0325	0.121655251
0.85	0.96	0.323573794
0.95	1.248	1.008067458
1.05	0.954	0.224944438
1.15	0.76	0.087749644
1.275	0.9164	0.25211307
1.425	0.719	0.129884564
1.6	0.5554	0.096586749
1.85	0.3474	0.050724747
2.25	0.216	0.028478062
2.75	0.1072	0.019467922
3.5	0.0486	0.011224972
4.5	0.03576	0.020832667
5.5	0.105	0.200249844
