1	0.100	324.7399485	35.09415424	348.3090992	37.91537422	435.8409604	51.7666564	420.1012662	1085.123773
0.150	0.350	256.0752616	38.38626611	321.9583963	36.96832699	437.1235525	57.88076172	0	0
0.800	0.100	372.8787196	41.63432052	392.6965045	43.0396515	475.1882117	51.80739808	122.2946303	36.13254038
1.700	0.300	106.396484	12.07105927	156.8085731	17.08828363	182.8884949	18.58529784	162.1124736	45.14607844
1.500	0.200	177.0681142	18.78816062	215.1831448	22.70492263	236.8474171	27.84735708	225.3111793	33.77423765
1.350	0.150	214.3052007	24.43181409	295.0099062	30.46882303	305.2938221	34.42243911	300.148377	47.35627275
2	0.500	64.62189428	7.228078604	90.36541421	9.54676221	105.9358341	11.99997713	119.4225933	13.77910744
0.700	0.100	382.9704431	44.84791471	422.9982577	48.17375441	481.9361822	52.77833322	541.4301966	175.5769318
3.500	1	4.017362167	1.172850637	4.308567282	1.480196393	9.472731845	1.683253082	11.59349152	2.287524269
0.500	0.200	432.9608048	44.34767974	415.4181382	45.17578727	469.8798313	50.43175628	69.30723724	485.0930318
1.200	0.150	228.0091942	25.88381148	313.1555625	34.26581644	333.7388985	37.07392726	351.6582522	57.43291051
1.100	0.100	301.7228751	34.89418707	354.1455347	36.26805619	457.7644336	48.00821192	509.0637705	139.9440773
2.500	1	19.98503718	2.70747582	33.91184645	3.775213257	35.30781247	3.98722914	42.71114574	5.32172905
4.500	2.500	0.7393235368	0.4336405636	0.9144832372	1.019435757	1.567995132	0.7938718952	1.167755873	18.00895351
0.900	0.100	329.6736819	38.01813961	390.8049304	40.86166312	446.9479035	53.16514209	413.507763	266.7936741
