    3.50  4.50  0.096376426013931746	0.01275589772609035 
    1.10  1.20  9.3697809327164343	0.96253944714236939 
    2.00  2.50  1.314606439623456	0.1388800481820284 
    1.70  2.00  2.6240138274470151	0.27442262288237645 
    0.80  0.90  17.690982792287254	1.797637477972021 
    0.90  1.00  15.007995188198011	1.5298030878358388 
    2.50  3.50  0.40244438497332952	0.043707479311901769 
    1.20  1.35  7.8690541778869338	0.80711882717154737 
    1.00  1.10  12.159531622796946	1.2457015296260641 
    1.35  1.50  5.5914141127234167	0.57815650163915477 
    1.50  1.70  4.1297246728550432	0.42930513861408726 
    0.70  0.80  21.808526519597635	2.2105621380919702 
    0.50  0.70  26.546688300369421	2.6682879195519456 
    4.50  7.00  0.02113304596938665	0.0040803935242486504 
    0.15  0.50  28.665688648943743	2.8745275067293155 
