    0.90  1.00  0.72472003911596772	0.08239105997253815 
    1.20  1.35  0.36203448250330761	0.043760239012424249 
    2.00  2.50  0.046102971989506733	0.0071950548003098221 
    1.50  1.70  0.17147491699706699	0.023253206198586448 
    0.80  0.90  0.94670595021845372	0.10474254027511083 
    0.50  0.70  1.5301246266257329	0.15739244347289097 
    2.50  3.50  0.01144967908042858	0.0020831037812871003 
    1.00  1.10  0.57629054899744048	0.066799997495491689 
    0.15  0.50  1.6924371148563606	0.17148594661198402 
    1.35  1.50  0.22093313031562997	0.027512515350682911 
    1.10  1.20  0.42212361529107439	0.050063733059765081 
    0.70  0.80  1.1982657723580901	0.12965327406678864 
    1.70  2.00  0.093964962638342267	0.01311282417408313
