    1.70  2.00 0.39725000366043978	0.045853270515842016
    0.80  0.90 4.0948400015289668	0.42789555543379459
    0.90  1.00 3.3273177614358587	0.3520579785161656 
    2.50  3.50 0.050131822826037557	0.006532524671994791 
    1.00  1.10 2.6600996805533228	0.28447116530499278 
    0.15  0.50 7.5988774792555995	0.76466933716230923 
    1.20  1.35 1.5232905272036785	0.1651836325684877 
    2.00  2.50 0.20186298782098852	0.024623485953835195 
    1.10  1.20 1.9682275517077854	0.21353163094319186 
    1.50  1.70 0.77219281933858663	0.088259530176005296 
    1.35  1.50 1.0367744608674601	0.11527736840760314 
    0.50  0.70 6.769638257862189	0.685700804331555 
    0.70  0.80 5.3708426924775639	0.55654444617394783 
