    2.50  3.50  0.16692294497204779	0.018282679652140081 
    1.00  1.10  3.0252445445251612	0.31315533507376619 
    4.50  7.00  0.010409571661843826	0.002452297062207039 
    0.15  0.50  5.4034590072129403	0.54427068668484457 
    1.35  1.50  1.6463068479912739	0.17176208776810079 
    1.10  1.20  2.618958499554064	0.2729368603685749 
    3.50  4.50  0.043978477857399473	0.0058731141989498501 
    0.80  0.90  4.0710099041199337	0.4184943958301609 
    1.50  1.70  1.246930264133923	0.13008334247506781 
    1.20  1.35  2.1578037899432032	0.22319620159106451 
    0.90  1.00  3.4093139296378889	0.35144249769318897 
    0.70  0.80  4.8529810433263201	0.49841564503922731 
    2.00  2.50  0.47188736808995629	0.050000769449303158 
    1.70  2.00  0.89739652273627879	0.0942923233433898 
    0.50  0.70  5.4900153081490144	0.55521909606083486
