0.150	12.08736680569108	0.14	0.024886211783573357
0.500	10.50962994705322	0.1	0.027927623299959462
0.700	7.9509728828522075	0.1	0.03278792240312726
0.800	6.489684497532513	0.05	0.029826963171467644
0.900	5.178087510331377	0.05	0.026471680840919568
1.000	4.209559890768141	0.05	0.024144696064842833
1.100	3.310196297548731	0.05	0.020957938551034613
1.200	2.6582984047125127	0.05	0.016150171263176968
1.350	1.9741250551186806	0.1	0.014267235792376518
1.500	1.360634248480117	0.05	0.010212504700219767
1.700	0.8441452339406105	0.15	0.006779785112208345
2.000	0.4243570560035117	0.15	0.0039186684284100905
2.500	0.13846886385765483	0.35	0.0017544081318224805
3.500	0.033703433008740985	0.65	0.0009480557608017508
4.500	0.006686262376579096	0.35	0.0003144191123180086
