0.150	1.7750953950528583	0.14	0.02647366137267644
0.500	2.056088077511982	0.1	0.02894437062425115
0.700	1.865610524165129	0.1	0.04098931216567272
0.800	1.6851473197080882	0.05	0.04025872946037236
0.900	1.4136733720744423	0.05	0.03341808591563711
1	1.2787258486570101	0.05	0.03510581567524615
1.100	1.067160517569378	0.05	0.029948156844174886
1.200	0.8297755573022458	0.05	0.01863739101924695
1.350	0.6461127904982833	0.1	0.016586624364565743
1.500	0.4907892822680288	0.05	0.01263276757679443
1.700	0.3336201227274116	0.15	0.009013143276721708
2.000	0.13769977084994958	0.15	0.003848581912641302
2.500	0.046213936220035036	0.35	0.001836497968166392
3.500	0.014324856034380287	0.65	0.0019167102577172948
4.500	0.0017289309421094992	0.35	0.000414941501848217
