0.75	0.05	0.05878044317943516	0.4381232928511744	0.325	0.175	1.799378488302159	0.05094673242954252	1.797853742311384	0.0318214448497518	1.728053954545031	0.05195689387081441
0.95	0.05	6.391067550297067	4.627296507520935	0.6	0.1	2.221174483304493	0.06438460010615657	2.076869322135694	0.03656664755740156	1.870220427095759	0.04535959516011138
1.050	0.05	0.8288458632185207	0.1824569831454156	0.75	0.05	2.113666632453857	0.0976763737916703	1.790157716198779	0.04447569714035132	1.693007223842751	0.06001959490969878
1.150	0.05	2.462371163485787	0.7142791609919014	0.85	0.05	2.024556808969296	0.1012997163120033	1.671160065308011	0.04532521230422543	1.359725084846957	0.04765375414965355
1.275	0.075	0.9079121689021926	0.125440247007928	0.95	0.05	1.509414112814079	0.07423063492407758	1.34068803265905	0.03762788957018174	1.390917970750198	0.05590054527146095
1.425	0.075	0.9939184815807016	0.1445088657010466	1.050	0.05	1.621017353497834	0.0907184637236182	1.232638836160238	0.03932571087715673	0.9825213563129582	0.03626862902912196
1.600	0.1	0.6564086652233619	0.07424853497078746	1.150	0.05	1.345243769018926	0.07617196808165208	1.001193983779705	0.03402725875498355	0.8550437999095024	0.03334675134790289
1.850	0.15	0.3067427203023488	0.02417070586933998	1.275	0.075	0.9192534550817463	0.0412880908768514	0.8476320503755095	0.0273607220124985	0.7224411664494819	0.0259394591065119
2.250	0.25	0.1860685787378125	0.01461174654405736	1.425	0.075	0.7374886249831966	0.03650079880347407	0.654006398451777	0.02496752916491256	0.5468433480598766	0.02281138190483864
3.0	0.5	0.07227237226831008	0.006883235764826445	1.600	0.1	0.5348377372187747	0.025486534822066	0.518617097622833	0.02118701047774809	0.4189130119624787	0.01838011097962108
4.0	0.5	0.01821092598773365	0.003589235179268013	1.850	0.15	0.3815292852111218	0.01794266093394943	0.3506969561725491	0.01575130091408253	0.2686341267985638	0.01269205277580311
5.750	1.250	0.001654673985465795	0.0004267961959336325	2.250	0.25	0.1663039025509089	0.007812001501330493	0.1322029040079892	0.006111228448611877	0.1145925059909506	0.005910140779784781
0	0	0	0	3.0	0.5	0.05796515926604875	0.003686975510726282	0.04396472791554901	0.002937845376007708	0.03671192147850735	0.002851280276242302
0	0	0	0	4.0	0.5	0.01546295120677876	0.002455920298403162	0.02052284252613727	0.004968418263144114	0.006988774370224833	0.001532083339344059
0	0	0	0	5.750	1.250	0.003351386826682124	0.00117691479051883	0.001263121489204415	0.0003601608134244449	0.0005722845104419589	0.0001863969257684969
