0.325	0.175	16.17357518131073	6.330037298848226	6.53890138800162	0.05852788598154571	5.927336694527951	0.02344982596669793	5.659422424618004	0.02121679571626739
0.6	0.1	5.921409540628465	0.2603792405283717	5.718289586326275	0.04934799705027394	5.201237062232738	0.03005143047030125	4.83792589993886	0.02498009113835429
0.75	0.05	5.24259064349742	0.2333163167073482	4.286696355859883	0.05175217027339676	4.004679409600119	0.03876827930730593	3.614198815866417	0.0309950377389584
0.85	0.05	3.701612710322477	0.1367505338955884	3.517089279862993	0.04514306534465118	3.274533809301758	0.03604518676330393	2.927258056550813	0.02887639320607448
0.95	0.05	3.021482414436914	0.1058617120076126	3.038457822277478	0.04319517209234652	2.509992248321492	0.03051378632719971	2.310945236846507	0.02609734812486847
1.05	0.05	2.392445601523657	0.08175367458668968	2.241568213305442	0.03288669174900518	2.121175545300495	0.03032132217180123	1.968973599870525	0.02633397552571321
1.15	0.05	2.040186946479783	0.07140851801884998	1.783048037168564	0.02843869427997439	1.696496702235689	0.02719925708869821	1.500299006706234	0.02237487235313965
1.275	0.075	1.670336976237974	0.05072318551064521	1.550664592224448	0.02408788450110647	1.322063422559842	0.02018078642062381	1.157215493844282	0.01672609562673658
1.425	0.075	1.163376310128889	0.03688464380419497	1.187708831438962	0.0219367161023683	0.9963090192699895	0.01836179488054477	0.823864190166752	0.01453748169473172
1.6	0.1	0.877006010489066	0.02711271097056155	0.7808333613316879	0.01420390517251965	0.6737350805147146	0.01318800831624034	0.6066015686807016	0.01175060403529554
1.85	0.15	0.5462764261785046	0.01603432727525572	0.4848944860136642	0.009225579777164173	0.4493831150200209	0.01000102589720392	0.3492781931417802	0.007276517104605684
2.25	0.25	0.296039725821088	0.009304985922663983	0.2479944643326273	0.005280458902000574	0.2175231148596871	0.005601863717846936	0.1801444490256211	0.004589791953093622
3.0	0.5	0.09982546222523028	0.003792089781121832	0.08461542774703841	0.002481701913083529	0.07339386746939863	0.002699909894336691	0.05484961009195387	0.001980243171691925
4.0	0.5	0.02279894995880657	0.001692965220095526	0.02106813338867882	0.001368647764388939	0.01579920495314812	0.001204706484707838	0.01532707340483451	0.001440911588362263
5.75	1.25	0.004486771324439268	0.0005090593406367497	0.004059501328917181	0.0004169950711034737	0.003534108200804089	0.0004999131156649895	0.003239301892863246	0.0005477998822855229
