    1.20 1.35  11.918192579571555	1.2053583253455828 
    1.00 1.10  17.729878181296819	1.7948224461920581 
    0.80 0.90  23.891518148331613	2.4118753194978955 
    2.00 2.50  2.4311750005004371	0.24808377053399316 
    2.50 3.50  0.88111580707596571	0.091013786579772132 
    0.15 0.50  33.651649711536244	3.373323494392487 
    1.10 1.20  15.134278762337505	1.5352062465473419 
    3.50 4.50  0.24056935487327047	0.02776020515430442 
    0.90 1.00  20.243623110283725	2.0454074840775469 
    0.50 0.70  33.498432551263363	3.3624244480690284 
    1.35 1.50  9.005287021921653	0.91360404972504683 
    0.70 0.80  27.772357127384755	2.8009183326224667 
    1.70 2.00  4.6062382502972916	0.46814596017329624
    1.50 1.70  6.8886220711749369	0.69962740137086155
