1.000	0.10	391.4662821	37.89662281	452.5866132	43.74042269	504.1996444	48.67090667	550.0118875	54.22456701
0.150	0.350	803.0776855	76.0813567	826.9323822	78.58559933	918.6924395	87.69835934	1199.272485	283.8080641
0.800	0.100	557.9468482	52.67070969	641.4557504	60.64731152	683.4381688	64.65852687	763.352826	74.29897881
1.700	0.300	88.95596706	8.816790166	121.7124304	11.62771606	136.9873652	13.40201524	149.1874353	14.59720151
1.350	0.150	194.7537647	18.77288028	247.1040992	23.8159737	272.0038731	26.09406486	303.5857645	28.86383372
0.700	0.100	635.7529663	60.09291276	703.2988579	66.62908491	794.4983371	74.76985912	786.0106939	80.99575655
3.500	1	4.132185137	0.929801608	7.318558373	1.098916834	5.35989143	1.001561077	8.743133619	1.121835229
0.500	0.200	743.3078059	70.20354075	802.9092331	76.33827112	899.3962157	85.72576456	899.5276873	94.25912045
1.200	0.150	267.3905504	26.03345397	323.5800584	30.53169991	352.0081881	33.83631222	390.6160003	37.73096264
1.500	0.200	148.9762882	14.072111	185.4612962	17.98175185	202.3483351	19.9320346	222.7137357	21.69535336
2	0.500	45.73305257	4.497757708	68.90643694	6.537711131	70.30644467	6.885400687	79.61455606	7.92082934
1.100	0.100	333.4647921	32.10928982	385.4358684	37.84203091	428.2707014	41.32151109	490.219468	47.21901455
2.500	1	14.52544554	1.569417764	24.34857942	2.375329473	21.85603981	2.290348001	29.89678967	2.837372384
4.500	2.500	0.9081551746	0.1856925324	0.4217126615	0.5781424748	2.49895377	0.7536302434	0.8659478086	0.2648862108
0.900	0.100	473.8499228	44.78346406	522.9472505	50.74372086	587.4087776	56.11814967	655.0021828	63.4615273
